locus_id,variable,value,gene_tag,gene_name,cond,rep,ccm_gene
HNEAP_RS01945,5% CO2,0.0493090271653804,other,,5% CO2,0,False
HNEAP_RS01955,5% CO2,-0.0149409117342032,other,,5% CO2,0,False
HNEAP_RS01960,5% CO2,-0.0720036749280871,other,,5% CO2,0,False
HNEAP_RS01965,5% CO2,0.10916519894805,other,,5% CO2,0,False
HNEAP_RS01970,5% CO2,-0.0687032946423729,other,,5% CO2,0,False
HNEAP_RS01975,5% CO2,-0.0810705647980791,other,,5% CO2,0,False
HNEAP_RS01980,5% CO2,0.0263187827565086,other,,5% CO2,0,False
HNEAP_RS01985,5% CO2,-0.0666673332557763,other,,5% CO2,0,False
HNEAP_RS01990,5% CO2,0.031049379057584,other,,5% CO2,0,False
HNEAP_RS01995,5% CO2,-0.580422945065132,other,,5% CO2,0,False
HNEAP_RS02000,5% CO2,0.0358277872633682,other,,5% CO2,0,False
HNEAP_RS02005,5% CO2,-0.033511030763977004,other,,5% CO2,0,False
HNEAP_RS02010,5% CO2,-0.0245926716162624,other,,5% CO2,0,False
HNEAP_RS02040,5% CO2,-0.0360643825654504,other,,5% CO2,0,False
HNEAP_RS02045,5% CO2,-0.15151414851811906,other,,5% CO2,0,False
HNEAP_RS02050,5% CO2,0.0014587719716328,other,,5% CO2,0,False
HNEAP_RS02070,5% CO2,-0.169049620987915,other,,5% CO2,0,False
HNEAP_RS02075,5% CO2,0.123031927993333,other,,5% CO2,0,False
HNEAP_RS02080,5% CO2,-0.758458000877785,other,,5% CO2,0,False
HNEAP_RS02090,5% CO2,0.0463158918625114,other,,5% CO2,0,False
HNEAP_RS02110,5% CO2,-0.121421307340294,other,,5% CO2,0,False
HNEAP_RS02115,5% CO2,0.0901439814136977,other,,5% CO2,0,False
HNEAP_RS02120,5% CO2,-0.120445534126724,other,,5% CO2,0,False
HNEAP_RS02125,5% CO2,-0.0161517408806202,other,,5% CO2,0,False
HNEAP_RS02130,5% CO2,0.0703613010781607,other,,5% CO2,0,False
HNEAP_RS02135,5% CO2,-0.0947319556928342,other,,5% CO2,0,False
HNEAP_RS02140,5% CO2,-0.0092995809570037,other,,5% CO2,0,False
HNEAP_RS02145,5% CO2,0.08950922388991,other,,5% CO2,0,False
HNEAP_RS02150,5% CO2,-0.21333594651675,other,,5% CO2,0,False
HNEAP_RS02155,5% CO2,-0.0176725690322157,other,,5% CO2,0,False
HNEAP_RS02160,5% CO2,-0.07465817797334699,other,,5% CO2,0,False
HNEAP_RS02165,5% CO2,-0.262726038153841,other,,5% CO2,0,False
HNEAP_RS02170,5% CO2,-0.499798648876757,other,,5% CO2,0,False
HNEAP_RS02175,5% CO2,-0.0152526144335987,other,,5% CO2,0,False
HNEAP_RS02180,5% CO2,0.124738348913298,other,,5% CO2,0,False
HNEAP_RS02185,5% CO2,-1.0756527974108,other,,5% CO2,0,False
HNEAP_RS02270,5% CO2,0.115377996071736,other,,5% CO2,0,False
HNEAP_RS02275,5% CO2,0.00295953199489207,other,,5% CO2,0,False
HNEAP_RS02305,5% CO2,-0.12592158172159,other,,5% CO2,0,False
HNEAP_RS02310,5% CO2,-0.334601889954967,other,,5% CO2,0,False
HNEAP_RS02315,5% CO2,-0.0458095143595243,other,,5% CO2,0,False
HNEAP_RS02320,5% CO2,0.122370053393975,other,,5% CO2,0,False
HNEAP_RS02325,5% CO2,0.391748040396806,other,,5% CO2,0,False
