locus_id,5% CO2,ambient CO2,5% CO2,ambient CO2,0.5% CO2,10% CO2,0.5% CO2,10% CO2,1.5% CO2,5% CO2,1.5% CO2,5% CO2
GFF824,-0.122649135781754,-0.0662707079837681,0.0647806008171383,0.0188322668442125,-0.130303556269204,-0.20708482938330497,-0.104074238007333,-0.288718446077862,0.060772635222767,0.0342853878047788,0.0158288886239561,-0.122482371065386
GFF879,-0.0976557807504428,-0.236143258837455,-0.0391338915024658,-0.0957478033497477,-0.178387481977699,0.0100192197418025,-0.00589757770307486,-0.18707318188555103,-0.166948088687987,-0.254515000724954,0.248358220540784,0.175771776273537
GFF880,0.0137942993049256,0.0734314611408711,0.08588540745224299,0.0855217844596382,0.18649909366468698,0.13862798504844298,0.133618924246995,0.0863934974837164,-0.0302500057111806,-0.0019352888380362602,0.11817122248396,0.016137681358981
GFF881,0.144749392901513,0.29637045563956105,0.0871411849339511,-0.24200441372949802,-0.0407585929004027,-0.035080058686868,-0.0703173330787771,0.05197695438508,-0.0456715118144621,-0.134284707602214,0.10210084651021499,0.152977546109203
GFF94,0.0680144551435968,0.131318137468031,0.173216096863702,0.10162230341570501,-0.0511781405212911,-0.00937891880880881,-0.0153076382431667,0.0395265379489284,-0.10371063945381699,-0.19529054387154102,-0.0348927737021498,0.0868975150380411
GFF951,-0.0198584129333623,0.0461001989543238,-0.0777256036460935,-0.0259850994657115,0.0931402013151317,0.0744011948985025,0.0926973764277921,0.0651855590379231,-0.0373035931438981,-0.0769270367295189,0.00228113567580635,-0.0989152652041915
HNEAP_RS00025,-0.21672978164935802,-0.266269662841689,-0.303316091397026,-0.37350535412738706,-0.214270226261796,-0.172008346409963,-0.0634708660395641,-0.111748537229059,-0.314214160264058,-0.327401084252722,-0.253436854745736,-0.20470847659756
HNEAP_RS00035,-0.295904368416597,-0.209297846802948,-0.11678596704004199,0.0342901793610962,-0.10527048999411698,-0.154723119409232,-0.0654301327061582,0.0293601928844948,0.0185880689094862,-0.15308998144320002,-0.178071016618239,0.0282303796592676
HNEAP_RS00040,0.0155237386714291,-0.0830128909444713,-0.0130241142902207,0.0415561467377899,0.0822194500509378,0.15659982135625197,0.0776756138532502,0.146902523110206,0.0178387697192475,0.0558396083037253,0.0625922153753693,0.0471343199636852
HNEAP_RS00045,-0.0393781567932424,-0.0748681028759362,-0.0585192295139493,-0.135996185249107,-0.0510543739800205,0.12042134084088901,0.0421170548456632,0.12787158690665598,0.144994039781134,-0.0902934710644618,-0.00795349987109606,-0.0588295356829741
HNEAP_RS00050,-0.14011924352517902,-0.100945841302865,0.0343053117914318,-0.0451473687507426,0.043464848237356,0.0113074510828891,-0.036954931711852004,0.0218803585366962,-0.000523768721580761,-0.0291446796391894,-0.10452494223009501,-0.0771252126388196
HNEAP_RS00055,0.0150819439384599,0.00858757992625994,-0.11710671487039599,-0.0555767372727962,0.0926424391951284,0.0980662862984333,0.0851726432046215,0.0701890192389146,0.0895800404059638,0.0738111136502468,-0.0334038048114742,-0.05720186320433901
HNEAP_RS00060,-0.20620142559101298,-0.16450052300979198,-0.154393966194669,-0.150413611997227,0.057072596890265004,-0.0180089189765022,-0.0683236056900718,0.0578980964810438,0.008694693188780491,-0.0708505240954179,-0.0243824502690146,-0.0124147757955049
HNEAP_RS00065,0.10532316001115899,0.145501606907162,0.19865489874078698,0.0622335693789988,-0.14036984596773,-0.137973794662785,0.137548379170752,0.155477946771229,-0.0248630020369747,-0.0630150990662481,0.0352410876895162,-0.0168853659379494
HNEAP_RS00070,-0.0189639746430306,0.047808048617806,0.0869106178598756,0.0136810081660695,0.0108687167621766,0.0086668455390766,-0.0109658063281263,0.011753464631555001,-0.0653518425730718,-0.058572686388242,-0.0393206511296285,-0.0746322383938021
HNEAP_RS00075,0.526257762726546,0.14193057557279,0.732353483249815,0.35935055370677293,1.1576772132552,1.12669204713407,1.3175495986252301,1.14136186061563,0.411269108432279,0.19784053096624102,0.171764246133008,0.18533776921971698
HNEAP_RS00080,0.296868291528174,0.0908129236236282,0.466916044652336,0.302046746694243,0.828515558085275,0.758550981430333,0.961564087244024,0.7949778444689519,0.284178715729704,0.0627817204322094,0.11652582208732801,0.0713797489948593
HNEAP_RS00085,0.709717881828746,0.3357236586481369,0.7390975404169141,0.584574544835202,1.30704296233475,1.17538882552425,1.23642338309068,1.06326503899146,0.33215755298092303,0.0713176281501828,0.40450730079601205,0.23402048111253898
HNEAP_RS00090,0.584362320579054,0.256035187351433,0.6267244267936121,0.34473201399043,1.1958452990528001,1.01761855973947,1.21482336233881,1.0599661736313801,0.452124566263906,0.248348617401287,0.372553327270564,0.26700516588573703
HNEAP_RS00095,0.49938817320290296,0.219413655422911,0.7491387727566441,0.57515055765998,1.10653655994895,0.988985982998713,1.24014297805698,1.09960679553029,0.297659720919217,0.22385120629643201,0.36556972184738895,0.317404528600205
HNEAP_RS00100,0.202079843600726,-0.0630404268604835,0.23989603165054102,0.12819228096861698,0.8779757655871859,0.8730303900232791,0.9540346758740309,0.9335632680882099,0.23565317841866198,0.0124792481476182,0.144648825984529,0.131517336012531
HNEAP_RS00105,0.6918873994159379,0.34032954890456796,0.829619728519039,0.5594741145462659,1.00629782457365,0.9529781611954259,0.967945522262402,0.900454025272842,0.252216033522543,0.06438085797183701,0.127904739958624,0.0269719809201146
HNEAP_RS00110,0.015651169191933,0.0185831453120782,-0.0389087896454258,0.022029476718121003,-0.0547957019562885,0.0048690061655699,-0.0535124567477978,-0.0619132978495585,0.0162479549023809,-0.0476640436908634,-0.0132094710411059,-0.0562909004712674
HNEAP_RS00115,-0.016912154956418003,0.12137816951995802,-0.0260019815644335,-0.16668909968412302,-0.10997596330255499,-0.0510093246405081,-0.459906888707637,-0.676283602266622,0.0934335822781004,-0.0566589744562633,-0.232027755364137,-0.479408888181379
HNEAP_RS00120,-0.0980953658531949,-0.166265128933516,-0.11276461793595402,-0.0461793863696136,-0.120061812255056,-0.104667962687057,-0.16691648679507998,-0.165945888020512,-0.13453436097314,-0.121817503428992,-0.218872938382406,-0.154457869951831
HNEAP_RS00130,-0.0846510924355614,-0.00891979594753911,-0.0162637722158195,0.089345180399996,0.0638238336605644,0.0471848864790768,0.15682186704905401,0.132744431094975,0.134122923885327,0.0481012651528779,0.0255653133690379,0.043802739741490994
HNEAP_RS00135,-0.0570723423575556,-0.0195821370607003,-0.0763654296857791,0.0280491862679887,0.165721772379465,0.0936105919822211,0.0951916892389079,0.118455380313804,-0.00151053829045163,-0.0729317456639258,0.0252747247592985,-0.0338387279387405
HNEAP_RS00140,0.0565332715104678,0.011207537044769,-0.0649869242555335,-0.101371974646482,-0.0412794964694058,0.0631575817383029,0.00384963261457905,-0.0325884567068804,0.219238374865099,0.22370329041859602,0.0506300316750886,0.0657489868435402
HNEAP_RS00145,-1.50413140497714,-1.2778283508955701,-1.46630248270271,-1.13225685828969,-1.8800591139174099,-1.7227404746426898,-2.2042823855258797,-1.92995016375121,-2.22412386399334,-2.01218893994815,-2.43897912305488,-1.8626260642751797
HNEAP_RS00150,-0.0827850304162618,-0.157086771275597,-0.10997688615905801,-0.123830098291298,0.0205381817492198,-0.0416457636787932,0.0349425684614982,-0.0380177824588337,-0.106776445149887,-0.0482484561491212,-0.0868029383337642,-0.153684572121199
HNEAP_RS00155,-0.311869968366617,-0.142315277380057,-0.213979255998454,-0.19153114514162697,0.23869278958111997,0.120179902685994,0.0935469924296273,-0.0010703445046059698,-0.0644121432572729,0.180488866948514,0.071873747787278,-0.0681694281162322
HNEAP_RS00160,-0.10529082100244198,-0.11179668062619999,-0.10190234835477302,0.0398209454528521,0.0538284376429472,-0.085916215548053,0.15463412587835199,0.13153153913828802,-0.142906230248456,-0.16306856296231698,-0.0445277299684663,0.0373862725887418
HNEAP_RS00165,-1.1254533662108002,-0.5746032629965789,-1.2407470167915302,-1.19605569927586,-1.2068509563668501,-0.9755650919647301,-1.6555894849681598,-2.4442000338142797,-1.75764026082256,-1.09496587730782,-1.12901949767044,-1.1452608054873898
HNEAP_RS00170,-2.46379326626369,-1.3588400673904197,-1.1872920237388798,-0.6032566256300721,-0.723754426938728,-0.6834180638488921,-0.479317865260413,-0.845698255385039,0.00777871311403994,-0.651604333458842,-0.448341229242407,-0.5895605368022641
HNEAP_RS00180,-0.7066459599134269,-0.511973990872133,-0.332366417053098,-0.230546305202647,-0.503649986611969,-0.21100224637793696,-0.524235966306286,-0.38922911818032,-0.15985052200113,-0.24583990595450503,-0.5103313099095139,-0.571898339862547
HNEAP_RS00185,-0.21023254288884197,-0.10239235882452,-0.16823707648330902,-0.075888226082725,-0.0637839263342662,-0.0297039457097516,-0.38060758918919196,-0.073462211223733,-0.251631464581269,-0.0637446445971541,-0.17113774269512103,-0.18324080808812399
HNEAP_RS00190,0.285502893582476,0.11526297257363399,-0.0728959323869889,0.206537564882368,-0.310495709568948,-0.24041220531812302,-0.269051967085027,-0.17825699987928198,-0.172602574434521,0.0696234722046606,0.14671974459237602,0.0727787020681092
HNEAP_RS00195,0.0458232493566496,0.191943940159071,0.150402091187504,0.243014099232468,-0.0962215103324288,0.0278814388255716,0.0169705452876653,-0.0375598593483082,-0.0362022188273145,-0.0287453299766218,-0.0280693417374096,-0.19142571469778003
HNEAP_RS00200,-0.287099369986726,-0.35298022545937896,-0.211626721838568,-0.296171640836842,-0.136851502202638,-0.240852605277459,-0.358896782939509,-0.33748795684440097,-0.144646150646558,-0.153606827648335,-0.259874398768542,-0.109886618443661
HNEAP_RS00205,-0.0629338444939634,-0.100139653489767,-0.0286038292900325,-0.0883288068653705,-0.048056631028923,-0.0246280774300812,-0.0466647417094763,-0.007137285339678221,-0.0405492656946102,-0.0391426832194457,-0.0611284784135046,-0.034557208551366
HNEAP_RS00210,0.15656104843579902,0.050856654730496,-0.107048043458396,-0.18575838915755802,0.0455667256412906,0.12832763534185498,-0.0333701821016464,0.0607032715944018,-0.0199987745394104,-0.0389207595147628,-0.0647916855323026,-0.006573366275251621
HNEAP_RS00215,0.008015934022405859,0.0437179609897098,-0.0110468408357226,-0.14557817965389003,-0.04240666412717801,-0.0548613841090171,-0.0093319001703388,-0.0419868878937498,0.0554308969031057,0.0455660759364218,-0.00916528667985733,-0.00281730722964774
HNEAP_RS00230,-0.126614305048813,-0.0038328842298932,-0.0609589113426257,-0.254693162939454,-0.0712101892069493,-0.269731491401414,-0.0684329717610446,-0.102988380561395,-0.122432398608037,-0.0893626910141055,-0.219037836630041,-0.24288998166777998
HNEAP_RS00235,-0.0416845261266721,-0.0996691802410161,-0.181851236482953,-0.0480904304507877,-0.20609693931365602,-0.135171389310865,-0.273103715080143,-0.27946094395245397,-0.169515808929857,-0.127234337267391,-0.169156144573468,-0.172228415798346
HNEAP_RS00240,-0.6322282188608199,-0.535859140950599,-0.502786976290018,-0.17810054725424,-0.31320493655684495,-0.27916084829808696,-0.398027079015432,-0.316168816302003,-0.21929572883927498,-0.415300420596299,-0.286926627272606,0.053323916202087
HNEAP_RS00245,-0.0646551022418869,0.0172783689129063,-0.146724310216971,-0.0927396185925761,0.0560995815066364,0.0089125347227611,0.0231420076886421,-0.0146345909026586,-0.175237303713714,-0.0980947764379881,0.0359355600964901,0.0154171815420086
HNEAP_RS00250,-0.0235435644253494,-0.0301046263102607,-0.0289752869051829,-0.0298344538900788,-0.0594695061280176,-0.0364786551663016,-0.0296455595364571,-0.0277956636838935,0.0365429548692861,0.00326683729792926,0.0352340482542969,-0.027786882239376
HNEAP_RS00260,-0.178453633716507,-0.201271117022851,-0.0958240292169876,-0.174369682691034,-0.144239036533681,-0.11413830344044099,-0.171166140069471,-0.180942931654357,-0.181356326433514,-0.16570002304441,-0.10970898041624098,-0.0334105928494039
HNEAP_RS00265,-0.0761728554210247,-0.297821302971408,-0.525768128236454,-0.797849373964721,0.0928352393538889,0.18093086405307396,-0.512453805656664,-0.0139559240177883,-0.8219353408479481,-0.6436280005690811,-0.734188653214087,-0.977880849748578
HNEAP_RS00270,-0.687327261202854,-0.8117569856275021,-0.8441180466561329,-0.9153121331896651,-1.8811986983257198,-1.7377677442793797,-2.37439815248683,-1.61757422811284,-1.1895992043300803,-0.875243938787296,-1.31765766001756,-1.2246249604810802
HNEAP_RS00275,0.21859806543526802,-0.0788857440056852,-0.0175853650932442,-0.14456224969672898,-0.102749339935812,-0.0178498731962585,0.0680929026707832,0.18957565030102697,0.237334548744776,0.091890453481444,-0.0912694875850067,0.13726165301349
HNEAP_RS00280,-0.44374816262403005,-0.17617682563615097,-0.0819926866677456,0.23912912828840804,0.156325019864111,0.0379567217945957,0.17071052796626002,0.22485033997176104,-0.0882712344336798,0.0804265817719873,-0.0588484434927075,0.00152209782317286
HNEAP_RS00285,-0.564334135115688,-0.789904272783968,-0.647531041721177,-0.810681273085514,-0.8977498591945949,-0.7872362389070771,-0.734202544063369,-0.7239705115989978,-0.579370403472235,-0.4733457210499629,-0.710076359898109,-0.8678596981713059
HNEAP_RS00290,-0.104455098392378,-0.138727293768368,-0.0724651220262717,-0.0854004168257227,0.14552319471500597,-0.0654722179257878,-0.136177559120206,-0.09185574947049199,-0.236418266770742,-0.14687649263565197,-0.0709278458671944,-0.139023433291113
HNEAP_RS00295,-0.23912801046746499,-0.10273494591641198,-0.0586376055573831,-0.0449661651048854,-0.0317184525059459,-0.0153165108046287,0.0292786557815052,0.141976682491706,0.0762852574442886,-0.06350074667394501,-0.00630222415166959,-0.0477624485569956
HNEAP_RS00300,0.060330026058308,0.0739447954381447,-0.0875107899026739,-0.106743266878135,0.154252286417939,0.0333471637240726,-0.25593638259236606,-0.15266028381613,0.12191311256285699,0.0840767779047373,0.352040072216238,0.23654455960948198
HNEAP_RS00305,-0.13888640300584804,-0.0782612935690639,-0.0308677718151257,-0.00371133126311979,0.0102473308064444,-0.0151941776400892,-0.025380583129314998,0.0209505945849863,-0.0907181630266351,-0.0116227596687353,-0.007370900941722709,-0.0610204696514151
HNEAP_RS00310,0.309851742654777,0.8088222191633141,-0.0525547608092661,-0.164781116234387,-0.341709274648162,-0.0960426042188873,-0.397075174802735,-0.131601848903317,-0.07815699214836999,0.00155932171771206,0.5573179428344229,0.270251487578143
HNEAP_RS00320,-0.15738363297608599,-0.13176695449735198,-0.0385263019904539,-0.0155673990773106,0.00465739063479714,-0.0572628839574001,-0.105594417701674,-0.12938641275036303,-0.115060910767975,-0.11002839943072901,0.103733150429267,0.0420563795828443
HNEAP_RS00325,-0.141883602527165,0.0040492263700415395,-0.0516961257358267,-0.3695061338441621,-0.0415742560285483,-0.07650586335277099,-0.21886211713218498,-0.0973204925664277,-0.0632944328636023,0.0194866018658539,0.0139781332631995,0.0295581486758648
HNEAP_RS00330,-0.11699023953381,-0.0272130337403675,-0.0907466260381148,-0.138654540354767,-0.0936142464724057,-0.05681029483660599,-0.0953472521944313,-0.0868298578280943,-0.0087750474655508,-0.06583684065282701,0.207261816099357,0.151373740540264
HNEAP_RS00335,-0.0214746715386743,-0.0191427768352465,-0.0627763072296863,-0.127495227569964,-0.0359137284618437,-0.0317688423056942,-0.0971813214503349,-0.0561662026420842,-0.10282414818580499,0.00458549330561131,-0.146094776708298,-0.163709338535966
HNEAP_RS00340,-0.0774167275710225,-0.189796516269512,0.10304252972424699,-0.133950808174703,0.0150214621727135,-0.13494117935255098,-0.0729021610901356,-0.0113854077542724,-0.0291612127814941,0.032021798219005,-0.0426707225043732,0.0316074166243218
HNEAP_RS00345,-0.207864120142446,-0.134565932261004,-0.14454226691575697,-0.106656467414819,-0.167416982609305,0.0795138385157677,-0.130314035768541,-0.131301582708371,-0.116389013719905,-0.3034723437018039,0.0589641938854751,0.0428276616617801
HNEAP_RS00350,-0.145540455793918,0.0313184725994067,-0.041556601806202006,0.0989461514757897,-0.308909945719134,0.0190146612872947,0.43201514442638894,0.265994731785639,0.325271949508898,0.142103644657739,0.166357540041772,-0.032220908973375
HNEAP_RS00355,-0.0300217524196602,0.0028458136219922897,0.00470597274898171,-0.0425362906092219,0.0370126110188625,0.103662056410346,0.0370482605512975,0.0392648593184669,0.0029262831139463302,0.0340281410358589,0.0925017558290588,0.0595936688609291
HNEAP_RS00360,-0.192744341665103,0.0287436475433024,-0.106142151598175,0.0392045480863173,-0.14702613913971602,-0.14656820468013598,0.0349886666643764,-0.21914866613658399,-0.0878660548964964,-0.0511338697602563,0.055119461356709004,0.0882725300925661
HNEAP_RS00365,-0.290245640737634,-0.152699948092727,0.571942071585412,-0.28681888313136605,0.348543402011253,0.0660517947584872,-0.0866636700564617,-0.00366880619232351,-0.589655381244022,-0.420558267010132,-0.324644240944253,-0.589459937200543
HNEAP_RS00370,0.0450338073543967,-0.0202928606474609,-0.0322353358042114,0.0821832409080318,0.12401867042179301,0.00552309369394521,0.00401851950946652,0.14830477073656398,-0.0241715109571697,-0.0532267199224469,-0.241607963355749,-0.210703755313632
HNEAP_RS00375,,,,,-0.9937406558946601,-0.611301542649927,,,-1.09255786215594,-0.423071065310279,-1.07969979506058,-1.05393197644906
HNEAP_RS00380,-0.154022302569769,0.0290180602047203,0.0384267770468057,-0.0202002195458713,0.0975751328424005,0.0539655617113945,0.11879950502968598,0.26699051710709504,0.19114775215573396,0.183774284257873,0.121966769957019,0.0275137373161633
HNEAP_RS00385,0.056624714790964994,-0.0826898625459365,-0.15933356542659302,-0.0645718575653778,0.12120780289593301,0.19513531581706603,-0.000117465591478849,-0.0415054204752131,-0.18146641720194898,-0.36548484587021796,0.0425314914760442,0.266685926036975
HNEAP_RS00390,-0.187290999463959,-0.125247216672553,-0.251834246107083,-0.0926765094844669,0.29231363301497,0.0264624459555503,0.390933994039772,0.23942692767883,0.0989353239582289,-0.45859860843982597,-0.0575407388766069,0.0292316492351278
HNEAP_RS00395,-0.24366765447668803,-0.0875384616345246,0.0672982926859232,0.0358010323235619,-0.279108872603315,0.11893247964413699,0.33528241893084804,0.188291511736082,0.182849290290768,0.348339040322951,0.108845968247601,-0.0849244281231274
HNEAP_RS00400,0.41318022539753796,-0.15513491663457402,0.262497306650712,0.17908410323228602,-0.143735945025998,-0.154038123260982,0.187198014606761,0.0581527057390949,-0.0348697598506287,0.166862965893163,-0.405737237804056,-0.267102808383978
HNEAP_RS00405,0.116510919375322,-0.36855748583057896,-0.14470876746440198,-0.323594084317158,-0.0681545758025039,-0.278668090328307,-0.134183813360543,0.0361255348839155,0.0574840583470137,-0.190824853626447,0.326242050483802,-0.099745376048628
HNEAP_RS00410,-0.23813717863038897,0.0765042219427623,-0.0942105371856363,-0.0728165717499442,-0.0905685081134877,-0.0432433451961273,-0.19376403142954202,-0.23642042739091798,0.19752100202744802,0.0642600529341726,-0.0558527409397702,-0.162287465638254
HNEAP_RS00415,-0.0568545474143745,-0.158017049444117,0.0566911641985617,-0.0646390605106592,-0.0379326215575915,-0.0933402023707644,0.11556129265433998,0.00318912945886007,0.12389827522940901,0.136779368887255,0.0167744406570048,-0.14126495565084302
HNEAP_RS00420,-0.215661340514022,-0.043719512870745006,-0.0163597081139229,-0.19101114789548698,0.0256917762254016,0.0260791307914672,0.0015994114002047,-0.0855749450793328,-0.05221010524726301,0.00110964524870028,0.0249789107623629,0.0295584490824324
HNEAP_RS00435,0.102671661290002,0.00883638720770405,0.237967065598707,0.159024114316214,-0.11566411317747198,-0.0153578405075231,-0.12293174836147802,-0.0755223338725727,-0.304977209396323,-0.18342239257398102,-0.35435912828452604,-0.246157486327779
HNEAP_RS00440,,,,,,,0.157508291558548,0.241138769268624,-0.29595908373234103,-0.0392052008993083,,
HNEAP_RS00445,-0.045104047972757993,0.0976712251152164,-0.180989654642227,-0.174959218947458,-0.21370739507313502,-0.283027296286164,-0.0196209193803267,-0.147163031718166,-0.115514103452304,-0.0122523589616912,0.0478996667007147,0.133725961968908
HNEAP_RS00450,0.0924677087978139,0.0498325712557209,-0.18182186964970604,0.10799657308356501,0.11947881712017198,0.132216533515715,0.410669362976985,0.18952848869345396,0.0452766716127652,-0.15615982211723,0.162877041790769,-0.143964848099182
HNEAP_RS00455,0.222235883627595,0.147918525934504,0.0614439257378028,0.0270758285171305,0.170666573352053,0.0737282133631345,0.104131010675503,0.17806071238645002,0.151048970448326,0.138826329905366,-0.10735941818926,-0.0195413222062937
HNEAP_RS00460,-0.41979378851258503,-0.23064403280778698,-0.29960767011170397,0.0853289183456829,-0.0166993457982657,-0.10901734217321099,0.112233139145547,-0.0444535232172222,-0.24418744996920702,-0.146129276755828,-0.293056536168977,-0.279110936736879
HNEAP_RS00465,-0.19903797784736,-0.0838713262104771,-0.0177177714239414,-0.0704963040644692,-0.0310639380069391,-0.104408733370269,-0.15298493445147798,-0.0865442116404167,-0.214628281019935,-0.23597786625413,-0.11561826356165301,-0.15216053119140302
HNEAP_RS00470,0.0192872962373765,0.13929198521102498,-0.11309907356642,0.102015102386533,-0.226922444053807,-0.128396379293041,-0.128383813101127,-0.13633558540330498,-0.30319323148284005,-0.140137061252076,-0.237109181825029,-0.0368997124065818
HNEAP_RS00480,-0.183478403641302,-0.0629525130531632,-0.0220993521592053,-0.12241478410348701,0.0159419140755852,0.0746368634761457,0.08332801011613701,0.0807802558623889,0.0654340588959056,0.0227622432230966,-0.029167389541912003,-0.0367456562684416
HNEAP_RS00485,-0.0701683733774979,-0.0952930287797132,-0.0487049137556593,-0.0903267624871058,-0.0252806867288263,-0.0131759431407759,-0.0179036824237259,0.00292341949235675,-0.0708690910088001,-0.0244393626163752,-0.0812198821850045,-0.0477846337760692
HNEAP_RS00490,-0.42988437379684596,-0.21253411078000103,0.0347532161099262,0.009665252843728071,-0.218628047962742,0.44253030476971095,-0.33454505228668396,-0.11070237906204701,-0.27285995889398396,-0.10781167259974199,-0.16716160406239403,-0.0997370223042554
HNEAP_RS00510,-0.0330474163317346,-0.0519161052134928,-0.23161260322393398,-0.0616574861749548,0.0156815668884041,0.0913699916414565,-0.0904716486692587,-0.0380765776504359,-0.137888159401375,-0.11951311906508802,0.104896711871846,0.0483898837458565
HNEAP_RS00515,,,,,,,,,-1.32079920573639,-1.27617036642944,,
HNEAP_RS00565,-0.30396319841543107,-0.317772407437384,-0.41572102845235603,-0.24894581519868697,-0.144383698064817,-0.418262120933557,-0.20078556173486498,-0.0312980606495074,-0.133244151611949,0.209055872574091,-0.388816040354964,-0.113369391592805
