name	short	t0set	num	nMapped	nPastEnd	nGenic	nUsed	gMed	gMedt0	gMean	cor12	mad12	mad12c	mad12c_t0	opcor	adjcor	gccor	maxFit	u
setAS7	1-5	somedate test	2	2942411	1411	2056170	2044062	845	846	1186.33894370284	0.425644562749643	0.136203813052195	0.779287357569937	0.727143741556129	0.348223243907062	0.141312699948467	-0.043773541028501	0.929150192208152	TRUE
setAS8	5	somedate test	3	2404884	1123	1679057	1669318	695	846	968.843876958793	0.398372655880195	0.128589188999884	0.772028972731536	0.727143741556129	0.28117524299116	0.0235209735237998	-0.0476314889800524	0.748618563340404	TRUE
